ba_ref,prop_ba_rates,occupant_name,postcode,occupation_state,occupation_state_date,occupation_state_reliefs,la_code,rates_code,confidence,slug
50505233006117,84.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2015-01-23 00:00:00+00:00,,E08000016,50505233006117,100.0,9RtMNxxrdFNN395NxHDRhhbF
50505233005073,370.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-08-31 01:00:00+01:00,,E08000016,50505233005073,100.0,vtBSgFVc2chzZLZx7VZTzBV7
50505233006123,580.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-22 01:00:00+01:00,,E08000016,50505233006123,100.0,bmd2zqbCjfHQknfM5GpbZPq9
50505233005985,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-30 00:00:00+00:00,,E08000016,50505233005985,100.0,rjhTL9b2kr2gDNtVtRNNqxZ7
50505233005094,186.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-08-31 01:00:00+01:00,,E08000016,50505233005094,100.0,qZqI79HPXrT3BJKzN2vGnNH9
50505233005339,130.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-30 00:00:00+00:00,,E08000016,50505233005339,100.0,NFHt2D3c7ghbmgQjSr9Cjh73
50505233005104,130.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-08-31 01:00:00+01:00,,E08000016,50505233005104,100.0,qXKtCTnFzk7IN9svVKbMNXqD
50505233005161,93.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-08-31 01:00:00+01:00,,E08000016,50505233005161,100.0,xZPDCG9ddmSpzKQkjhXpb3V5
50505233006755,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-09 01:00:00+01:00,,E08000016,50505233006755,100.0,gTvCVnnxq2Jf75XJjdxPhbcD
50505233005711,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2015-01-18 00:00:00+00:00,,E08000016,50505233005711,100.0,hb9GdQq7KJNh7ptrCjPRBGf7
50505233005556,335.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-08-22 01:00:00+01:00,,E08000016,50505233005556,100.0,k3SbkGncLGcTRS3jn3kS3ZF7
50505233006503,335.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-29 00:00:00+00:00,,E08000016,50505233006503,100.0,ZzKznDDjXf2xMF2kLnGMDbK3
50505233006778,117.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-09 01:00:00+01:00,,E08000016,50505233006778,100.0,kSjxMqNIcjDSNFvTInNVnTQ3
50505233005344,130.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2015-01-18 00:00:00+00:00,,E08000016,50505233005344,100.0,NtkTSph7tzZX5F2hpBXJ9KV5
50505233006511,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-29 00:00:00+00:00,,E08000016,50505233006511,100.0,LBvVsImQhbRDNSz77k7IcthF
50505233006803,84.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-09 01:00:00+01:00,,E08000016,50505233006803,100.0,dgVBxqDkzRvJFrgf3VnkhHc7
50505233005891,830.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2015-01-18 00:00:00+00:00,,E08000016,50505233005891,100.0,zGnSgmsShh9K23rs79mQSG92
50505233005396,830.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2015-05-28 01:00:00+01:00,,E08000016,50505233005396,100.0,chRNmF5FQLVrbmZNfrCNfds3
50505233005794,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2015-01-30 00:00:00+00:00,,E08000016,50505233005794,100.0,BLphKKzNDFbmFgDBZbF3kbLB
50505233005795,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2015-01-30 00:00:00+00:00,,E08000016,50505233005795,100.0,CfbbMDCjdZ2NsT9KBj9pB522
50505233005863,84.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2015-01-30 00:00:00+00:00,,E08000016,50505233005863,100.0,rjNIIDncBGQZTTdjZHtTLsv9
50505233005158,93.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2015-01-17 00:00:00+00:00,,E08000016,50505233005158,100.0,pMsZxcbdsQkC5BGPpRDm5tr3
50505233005864,84.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2015-01-30 00:00:00+00:00,,E08000016,50505233005864,100.0,tBfqtcvCNf5C2D9BDIPcjtN7
50505233005292,370.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-09-24 01:00:00+01:00,,E08000016,50505233005292,100.0,xHkIIbLcg7RgT7ZdZsTnZnG9
50505233006143,400.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-25 01:00:00+01:00,,E08000016,50505233006143,100.0,zq2xmzSmbBhNBJ3TNqXmhHk7
50505233005293,370.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-09-24 01:00:00+01:00,,E08000016,50505233005293,100.0,nLRj9kp2IFPNkcHR3jT5bdxB
50505233006750,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-31 00:00:00+00:00,,E08000016,50505233006750,100.0,RgdBMxsITtmhNSqXVLCjdpG3
50505233006775,117.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-31 00:00:00+00:00,,E08000016,50505233006775,100.0,ngK5xgJFzZFjbLXTrZptHcNC
50505233005848,84.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-09-24 01:00:00+01:00,,E08000016,50505233005848,100.0,LtDQMhcqsMrrXBHCBM5IZvx2
50505233006701,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-31 00:00:00+00:00,,E08000016,50505233006701,100.0,sNchMVCKdvCD7JL7qsxKNKt3
50505233006702,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-31 00:00:00+00:00,,E08000016,50505233006702,100.0,KIzVTRtvPmZj5kPSqSgspX9F
50505233004996,370.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-09-28 01:00:00+01:00,,E08000016,50505233004996,100.0,cjLbgS5rTkSdcqzFrdhv9vH3
50505233006744,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-31 00:00:00+00:00,,E08000016,50505233006744,100.0,KRTqDtBM9TpnhfHLSqgxZh7C
50505233004997,370.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-09-28 01:00:00+01:00,,E08000016,50505233004997,100.0,BtVL57Gk5hT2JRq93jRT5bGB
50505233006749,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-31 00:00:00+00:00,,E08000016,50505233006749,100.0,QncQ77MJscqKqIm77kH9m5xD
50505233005323,186.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-09-28 01:00:00+01:00,,E08000016,50505233005323,100.0,vPvI5hvpTXzD3zszfTJr7dS7
50505233006811,84.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-31 00:00:00+00:00,,E08000016,50505233006811,100.0,N3INgn3CpmDzBBp7CZ9tVRSF
50505233005294,186.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-01 01:00:00+01:00,,E08000016,50505233005294,100.0,DgD9DN5xZ9BhrnfxjVJnMVMC
50505233005474,830.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2015-02-28 00:00:00+00:00,,E08000016,50505233005474,100.0,ZPLmsqZZQh5k5qjvnrbbhdjF
50505233005169,650.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2015-01-18 00:00:00+00:00,,E08000016,50505233005169,100.0,fpx9jjxgvILzJDITXBm9MTRD
50505233006164,500.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2015-01-17 00:00:00+00:00,,E08000016,50505233006164,100.0,Pmn5hLJFDSbFGFQgzxgnZvTB
50505233006213,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2015-01-17 00:00:00+00:00,,E08000016,50505233006213,100.0,hrxdLIdsM9bLQhDrpBHkfcB7
50505233005315,186.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2015-01-23 00:00:00+00:00,,E08000016,50505233005315,100.0,7fqI3vjprTVmKVMvkISRjQk2
50505233005756,335.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2015-01-30 00:00:00+00:00,,E08000016,50505233005756,100.0,H9GBKbmSQjZNvVV7VF3LVpq7
50505233005117,130.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-16 00:00:00+00:00,,E08000016,50505233005117,100.0,S3nqpRmQKv7zvtSrJGNGzSqD
50505233006226,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2015-04-08 01:00:00+01:00,,E08000016,50505233006226,100.0,Dz92ktRtgbhFCKN2V9vPrfSD
50505233005947,335.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-16 00:00:00+00:00,,E08000016,50505233005947,100.0,hQCbgmsxqCfQNTbJIQ2brMPD
50505233005951,830.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-16 00:00:00+00:00,,E08000016,50505233005951,100.0,KVmrGxIrNrTbtvttz95RILf3
50505233005750,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-16 00:00:00+00:00,,E08000016,50505233005750,100.0,CF3FB5LBPq3QLGdXb3DTNs39
50505233005803,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-30 00:00:00+00:00,,E08000016,50505233005803,100.0,NRDgI9BTbXtXDJKpLx7rB373
50505233005804,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-30 00:00:00+00:00,,E08000016,50505233005804,100.0,7GZPMfFR3gxM2GZq2cqkKZcD
50505233005812,117.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-16 00:00:00+00:00,,E08000016,50505233005812,100.0,ptKGNGLb5LDBxpZTMDSKXVPD
50505233005692,500.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2015-02-27 00:00:00+00:00,,E08000016,50505233005692,100.0,G9L3mGCQkBfTJBIPzvrgDbb7
50505233005805,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-30 00:00:00+00:00,,E08000016,50505233005805,100.0,2S3LNPxdJqR32N2hXVmLQL5D
50505233005398,830.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2015-02-08 00:00:00+00:00,,E08000016,50505233005398,100.0,hgqLkdGBgknRSNK9STf2cbLD
50505233005861,84.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-30 00:00:00+00:00,,E08000016,50505233005861,100.0,zGNj9xpJvxKNtsIKsP3B9NCC
50505233005851,84.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2015-02-08 00:00:00+00:00,,E08000016,50505233005851,100.0,VPdTZ5B9FvkRbddPXCFmb9MD
50505233005886,335.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-05 00:00:00+00:00,,E08000016,50505233005886,100.0,rnZbpcddPbtSsQLqXLdFsTfF
50505233005862,84.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-30 00:00:00+00:00,,E08000016,50505233005862,100.0,3LXXCIcDMZrXnh77fxzdsIV3
50505233006209,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-05 00:00:00+00:00,,E08000016,50505233006209,100.0,7cmbXG3c5Gx3JPhZHtIb57L3
50505233006208,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-05 00:00:00+00:00,,E08000016,50505233006208,100.0,D3zdr7InqC7JPsFQCRIVcGzF
50505233006210,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-05 00:00:00+00:00,,E08000016,50505233006210,100.0,VfrPttZcQCZqD7m3BJbpBxP7
50505233006635,400.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-09-28 01:00:00+01:00,,E08000016,50505233006635,100.0,fkRZCgd3mk9rVGh9hBzp7cLC
50505233006636,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-09-28 01:00:00+01:00,,E08000016,50505233006636,100.0,DHvFFXqj5cCnjQhhJMkI3nB2
50505233005273,186.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-05 01:00:00+01:00,,E08000016,50505233005273,100.0,VdFpV2bZGmzLDLGTvFcCQNvB
50505233005948,1575.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-22 01:00:00+01:00,,E08000016,50505233005948,100.0,DHxdcXV9rznZqCBZtGDBRnKB
50505233006118,580.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-22 01:00:00+01:00,,E08000016,50505233006118,100.0,SfzsSKzRzK59MXppbhxPRP93
50505233006141,400.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-22 01:00:00+01:00,,E08000016,50505233006141,100.0,HJSKQbHQqLncTKFMCXkVqZn2
50505233005974,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-21 00:00:00+00:00,,E08000016,50505233005974,100.0,pvVjISHIfBMPHCZsxb3kn3SD
50505233006142,400.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-22 01:00:00+01:00,,E08000016,50505233006142,100.0,PFs75zDFMskrNRFVnjbNXg93
50505233005976,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-21 00:00:00+00:00,,E08000016,50505233005976,100.0,KvMRTQJj2T2CPMCB3kJrfgD7
50505233005960,400.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-30 00:00:00+00:00,,E08000016,50505233005960,100.0,9xfvPRIxGXXvFQxJQMR9MST9
50505233005977,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-21 00:00:00+00:00,,E08000016,50505233005977,100.0,gsd7rDScRXCdQSkTsqzXPD5D
50505233006090,117.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-21 00:00:00+00:00,,E08000016,50505233006090,100.0,QZf99f2BQpJ25fSKGXjgHgH3
50505233006039,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-30 00:00:00+00:00,,E08000016,50505233006039,100.0,gkG9LFJmVJqfxzptzb3NhCCG
50505233005423,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-26 01:00:00+01:00,,E08000016,50505233005423,100.0,mGNBCtNKvZPq3fXpn5C5vTnD
50505233006668,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-29 00:00:00+00:00,,E08000016,50505233006668,100.0,BhPDkVVF5P3RXBgHfsNCSsg2
50505233005424,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-26 01:00:00+01:00,,E08000016,50505233005424,100.0,XxD5RNXDMs9fH5hhSCDXSHS2
50505233006682,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-29 00:00:00+00:00,,E08000016,50505233006682,100.0,NqvmLvTsnprVCPGpLbDzSQvF
50505233006126,335.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-08 00:00:00+00:00,,E08000016,50505233006126,100.0,HQDMc2djqXGCmM2RjDmhtCJ7
50505233006127,335.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-08 00:00:00+00:00,,E08000016,50505233006127,100.0,Q5ZxmJKmxBbKV2XRqxQrIJZ9
50505233006128,335.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-08 00:00:00+00:00,,E08000016,50505233006128,100.0,dVFqqvdVfGkzCpTvqjfzDv7D
50505233006045,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-08 00:00:00+00:00,,E08000016,50505233006045,100.0,7bgsH2PCZDRKJCkszkV7bkr5
50505233006253,335.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-12-07 00:00:00+00:00,,E08000016,50505233006253,100.0,B29bCR5F2VMffZ5zn7RDHkF5
50505233006506,335.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-12 01:00:00+01:00,,E08000016,50505233006506,100.0,Dc5tPszLK7bDIqr2s3DxLcKB
50505233005871,830.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-23 00:00:00+00:00,,E08000016,50505233005871,100.0,JF2GHjrvKSsRgxvjHqJHFnHC
50505233006580,84.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-12 01:00:00+01:00,,E08000016,50505233006580,100.0,BZVxXTRrTS72H2MdpQDtxTn5
50505233005426,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-26 01:00:00+01:00,,E08000016,50505233005426,100.0,FQmQfpkskFXB5S3pdrsJBcT3
50505233006362,335.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2015-01-02 00:00:00+00:00,,E08000016,50505233006362,100.0,zSfJSvs73KDm2thTfgK2ZBCC
50505233006384,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2015-02-01 00:00:00+00:00,,E08000016,50505233006384,100.0,rmR7FqdSpRsQfZ5qnrdrPs92
50505233006307,117.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-23 00:00:00+00:00,,E08000016,50505233006307,100.0,Lj3XMZLP7nVS3thNK7MtKrL7
50505233005427,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-26 01:00:00+01:00,,E08000016,50505233005427,100.0,zJ5IIx7HFHgIjZIbHPBL5239
50505233006376,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2015-01-02 00:00:00+00:00,,E08000016,50505233006376,100.0,gXfMmF25kKPv973ZCkHDZxQC
50505233005962,335.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-23 00:00:00+00:00,,E08000016,50505233005962,100.0,sVJnrxIR2H9Z7LHsZb99H7CC
50505233006385,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2015-02-01 00:00:00+00:00,,E08000016,50505233006385,100.0,NtDRIQsCTB7BLzgjHmxG5D9G
50505233006377,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2015-01-07 00:00:00+00:00,,E08000016,50505233006377,100.0,VnxcMTkfHsTTQh2bscLzNQjD
50505233006037,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-30 00:00:00+00:00,,E08000016,50505233006037,100.0,s9fTxhH9rjVfzr7fhVdxM3tC
50505233006819,84.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-23 00:00:00+00:00,,E08000016,50505233006819,100.0,b2VLQ75rsPjf7NLmRkIGkb25
50505233005930,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-12-14 00:00:00+00:00,,E08000016,50505233005930,100.0,HpvL7CMHIqQsn9sKh3HpGLB3
50505233006038,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-30 00:00:00+00:00,,E08000016,50505233006038,100.0,mj2cfHnNxrQcj3xhZvhQzM5B
50505233005931,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-12-14 00:00:00+00:00,,E08000016,50505233005931,100.0,xISrKq5SK5DCKMsIpTIDQdNF
50505233004995,370.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-15 01:00:00+01:00,,E08000016,50505233004995,100.0,kHbKRLCzTIhNbLxNqzFLhbZD
50505233005723,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-12 00:00:00+00:00,,E08000016,50505233005723,100.0,XXt9ks2SHfpRmTcmPK3g5rm3
50505233005901,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-25 01:00:00+01:00,,E08000016,50505233005901,100.0,jXbTBV2IjQ2Tm3c2H9Fbbz37
50505233005744,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-12-04 00:00:00+00:00,,E08000016,50505233005744,100.0,rkMxfFMMmHXmkx3mxITPkfD3
50505233006176,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-12-04 00:00:00+00:00,,E08000016,50505233006176,100.0,GbVn775LNXN9bRVGZ7XdPxI2
50505233005724,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-12 00:00:00+00:00,,E08000016,50505233005724,100.0,mVzxRXXvqV5KNzFb7Cm2tn35
50505233006219,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-25 01:00:00+01:00,,E08000016,50505233006219,100.0,X2cN2NHFgIqhGkSBLNzJILcF
50505233005824,117.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-12 00:00:00+00:00,,E08000016,50505233005824,100.0,qImVkmmn3Q59MGKKGGVSIGG3
50505233006322,117.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-06 00:00:00+00:00,,E08000016,50505233006322,100.0,NGkvKkqhDSGQSDtvDSxrqtCG
50505233005833,117.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-28 00:00:00+00:00,,E08000016,50505233005833,100.0,vXrzCcZZFQ5rfJgDHgDQ7xZ7
50505233005937,335.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-12 01:00:00+01:00,,E08000016,50505233005937,100.0,RjG5J5c7mvZjcQPJNCPbmLF2
50505233006337,84.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-06 00:00:00+00:00,,E08000016,50505233006337,100.0,KLgNjjMfzhkP7qmtDxGRbpXD
50505233005834,117.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-28 00:00:00+00:00,,E08000016,50505233005834,100.0,X5k9bZRtmPGNx7QrgTIXkF35
50505233005938,335.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-12 01:00:00+01:00,,E08000016,50505233005938,100.0,vISjbnMBSpkdvchIGZPMbHh3
50505233006338,84.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-06 00:00:00+00:00,,E08000016,50505233006338,100.0,zpKnJ7GmpLzkkK7tjXpD3qS9
50505233006340,84.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-06 00:00:00+00:00,,E08000016,50505233006340,100.0,Mh9PC9Jz7XHvzcXSrnnPXXn9
50505233006178,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-28 00:00:00+00:00,,E08000016,50505233006178,100.0,CNbXVqHZBv9JSJQSMGGDIDQ3
50505233006202,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-12-06 00:00:00+00:00,,E08000016,50505233006202,100.0,IGJIdJPb3QLppVqTznXMHFL3
50505233006203,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-12-06 00:00:00+00:00,,E08000016,50505233006203,100.0,ZbqcLPsRRns5g99jXccHVqMD
50505233005417,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-12 01:00:00+01:00,,E08000016,50505233005417,100.0,kxSX5VXfpcvVJsTVDjGzjhVD
50505233006332,84.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-12-06 00:00:00+00:00,,E08000016,50505233006332,100.0,c5vbIjGQJSbNDqmnPM9PKrb5
50505233006171,500.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-31 00:00:00+00:00,,E08000016,50505233006171,100.0,SRJgd9dxdHCjIHcRt7TjKSHB
50505233005934,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-16 00:00:00+00:00,,E08000016,50505233005934,100.0,PmQckdIkmPJpFQhdFhcVFV29
50505233005798,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-12 01:00:00+01:00,,E08000016,50505233005798,100.0,B3b2RnSrSBNCvJsjKgMqFVc7
50505233006313,117.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-31 00:00:00+00:00,,E08000016,50505233006313,100.0,7mcVgBBKLHftVQc5xrFvvbX5
50505233005952,830.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-16 00:00:00+00:00,,E08000016,50505233005952,100.0,fJfdkQvmT2NPqh5MqvBLcdD7
50505233006456,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-22 01:00:00+01:00,,E08000016,50505233006456,100.0,gVMZGpHDgBjpXQxZgN5N2Fc9
50505233005414,335.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-15 00:00:00+00:00,,E08000016,50505233005414,100.0,VJggNXFnJkF3QnvVfXZ79rhF
50505233006462,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-10-22 01:00:00+01:00,,E08000016,50505233006462,100.0,Ct5H5hGGVqBI5M7bdC7Vqtq5
50505233005679,400.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-15 00:00:00+00:00,,E08000016,50505233005679,100.0,2VgvVLDPBKJBCKSThjTndDv3
50505233006391,335.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2015-01-17 00:00:00+00:00,,E08000016,50505233006391,100.0,PjkMTIQPvrd9VNPcfVCbfcqF
50505233005870,830.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-15 00:00:00+00:00,,E08000016,50505233005870,100.0,R27C5LtGmtqpfzHjzLbv3RqC
50505233005719,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-23 00:00:00+00:00,,E08000016,50505233005719,100.0,Db9kbkxkdxgrjmFz3CjPrBNF
50505233005720,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-23 00:00:00+00:00,,E08000016,50505233005720,100.0,5mI9zBK3kNJbLtD52xsZdNbC
50505233006454,250.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-13 00:00:00+00:00,,E08000016,50505233006454,100.0,3ZPDM9bf2CHcfBPRHPPpq2z7
50505233006224,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-08 00:00:00+00:00,,E08000016,50505233006224,100.0,GPfITtI7SbRRKFgfqmmMzKI7
50505233006225,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-08 00:00:00+00:00,,E08000016,50505233006225,100.0,gFsJPtZ2VFNrLFSjht5trLCG
50505233005987,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-29 00:00:00+00:00,,E08000016,50505233005987,100.0,DBZZ9ccVbBp2q7mDBhbX2vV7
50505233006482,335.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2014-11-13 00:00:00+00:00,,E08000016,50505233006482,100.0,Pk5sbDXgn5rXItTVqFKtCh92
50505233005988,167.0,THE SEC. BERKELEY BURKE TRUSTEE,S749SB,True,2015-02-01 00:00:00+00:00,,E08000016,50505233005988,100.0,v2zxXCIrXHSf2pjNtdHbfCkF
